,City,Colors Reported,Shape Reported,State,Time
68720,Florence,,FORMATION,SC,2/24/2013 17:00
68721,Marion,ORANGE,CIGAR,IN,2/24/2013 18:00
68722,Addison,,SPHERE,IL,2/24/2013 18:20
68723,Wilkes-Barre,,LIGHT,PA,2/24/2013 18:37
68724,Pigeon Forge,RED,TRIANGLE,TN,2/24/2013 19:10
68725,Rockwood,BLUE,DISK,MI,2/24/2013 20:19
68726,Poughkkepsie,RED,CIRCLE,NY,2/24/2013 21:30
68727,Smarr,,OTHER,GA,2/24/2013 23:21
68728,Fresno,,LIGHT,CA,2/25/2013 0:02
68729,Oregon City,,,OR,2/25/2013 4:00
68730,Columbus,,CIRCLE,OH,2/25/2013 5:30
68731,McKinney,,EGG,TX,2/25/2013 13:00
68732,Las Vegas,,OVAL,NV,2/25/2013 15:30
68733,Eugene,,SPHERE,OR,2/25/2013 22:30
68734,Frostburg,,CHEVRON,MD,2/25/2013 22:30
68735,Tampa,,LIGHT,FL,2/25/2013 23:14
68736,Porterville,,OTHER,CA,2/26/2013 0:00
68737,East Stroudsburg,,TRIANGLE,PA,2/26/2013 3:00
68738,Liverpool,,SPHERE,NY,2/26/2013 6:00
68739,Woodville,RED,FIREBALL,TX,2/26/2013 8:30
68740,Augusta,RED,LIGHT,GA,2/26/2013 12:30
68741,South Lake Buena Vista,,CIRCLE,FL,2/26/2013 13:00
68742,Las Vegas,,CIRCLE,NV,2/26/2013 17:30
68743,Florence,,DISK,SC,2/26/2013 18:00
68744,Kearney,,,NE,2/26/2013 18:30
68745,Arlington,,OVAL,TX,2/26/2013 19:15
68746,Columbia,,FIREBALL,MO,2/26/2013 21:00
68747,Brawley,ORANGE,TRIANGLE,CA,2/26/2013 21:05
68748,New York City,,LIGHT,NY,2/26/2013 21:22
68749,Solebury,,,PA,2/26/2013 23:55
68750,Oakley,,OVAL,CA,2/27/2013 17:00
68751,Raleigh,,TRIANGLE,NC,2/27/2013 19:00
68752,Wichita Falls,ORANGE,LIGHT,TX,2/27/2013 19:00
68753,Raleigh,,OTHER,NC,2/27/2013 19:20
68754,Hampton,,CIRCLE,VA,2/27/2013 20:00
68755,Rohnert Park,RED,TRIANGLE,CA,2/27/2013 20:00
68756,Smithfield,,OTHER,NC,2/27/2013 20:00
68757,Tequesta,RED,FIREBALL,FL,2/27/2013 20:10
68758,Santa Ana,ORANGE,LIGHT,CA,2/27/2013 21:00
68759,Dunn,,,NC,2/27/2013 22:30
68760,Nampa,,CIRCLE,ID,2/28/2013 7:30
68761,Bellingham,ORANGE,OVAL,WA,2/28/2013 10:00
68762,San Diego,,OVAL,CA,2/28/2013 13:00
68763,Reno,BLUE,SPHERE,NV,2/28/2013 15:30
68764,Carmichael,,FORMATION,CA,2/28/2013 18:00
68765,Santa Fe,RED GREEN,LIGHT,NM,2/28/2013 18:55
68766,Charleston,,LIGHT,SC,2/28/2013 19:55
68767,Cottonwood,,SPHERE,CA,2/28/2013 20:30
68768,Wichita Falls,ORANGE,LIGHT,TX,2/28/2013 21:30
68769,Fort Hunter Liggett,,CHEVRON,CA,2/28/2013 22:15
68770,Salt Lake City,,DISK,TX,3/1/2013 0:00
68771,Portland,,CIRCLE,OR,3/1/2013 0:30
68772,Richmond,,CIRCLE,VA,3/1/2013 5:33
68773,Millican,RED,LIGHT,TX,3/1/2013 8:15
68774,Maitland,BLUE,TRIANGLE,FL,3/1/2013 8:30
68775,Lake Jackson,YELLOW,FIREBALL,TX,3/1/2013 19:20
68776,China Spring,RED,TRIANGLE,TX,3/1/2013 19:30
68777,Wichita Falls,ORANGE,FLASH,TX,3/1/2013 19:30
68778,Houston,,OTHER,TX,3/1/2013 20:01
68779,Palmer,ORANGE,CIRCLE,AK,3/1/2013 21:00
68780,El Centro,ORANGE,TRIANGLE,CA,3/1/2013 21:05
68781,Virginia Beach,ORANGE,FIREBALL,VA,3/1/2013 22:05
68782,Dublin,,SPHERE,OH,3/1/2013 22:45
68783,Charleston,,TRIANGLE,WV,3/1/2013 23:00
68784,Scottsdale,,,AZ,3/1/2013 23:00
68785,Phoenix,,CIRCLE,AZ,3/1/2013 23:35
68786,Brandon,BLUE,CIRCLE,MS,3/2/2013 1:00
68787,Ogilvie,RED ORANGE,LIGHT,MN,3/2/2013 2:00
68788,Princeton,,OTHER,MN,3/2/2013 16:00
68789,Kansas City,,LIGHT,KS,3/2/2013 19:00
68790,Montrose,,OVAL,CO,3/2/2013 19:00
68791,Montrose,RED,OVAL,CO,3/2/2013 19:00
68792,Akron,ORANGE,FIREBALL,OH,3/2/2013 19:07
68793,San Jose,ORANGE,FIREBALL,CA,3/2/2013 20:00
68794,Sudbury,,CHEVRON,MA,3/2/2013 20:00
68795,DeBary,,FIREBALL,FL,3/2/2013 21:00
68796,Los Angeles,,OTHER,CA,3/2/2013 21:00
68797,Brandon,,LIGHT,FL,3/2/2013 21:10
68798,Edwardsville,ORANGE,CIRCLE,IL,3/2/2013 21:55
68799,Edwardsville,ORANGE,LIGHT,IL,3/2/2013 21:55
68800,Cameron Park,,FIREBALL,CA,3/2/2013 22:00
68801,Seattle,,FIREBALL,WA,3/2/2013 22:17
68802,Hartly,,CIRCLE,DE,3/2/2013 22:20
68803,Culpeper,,OTHER,VA,3/3/2013 1:00
68804,Medford,,CYLINDER,MA,3/3/2013 16:10
68805,Bethel,RED,CIRCLE,AK,3/3/2013 18:30
68806,Hillsboro,,,OR,3/3/2013 19:30
68807,Hillsboro,,,OR,3/3/2013 19:30
68808,Malibu,,LIGHT,CA,3/3/2013 19:30
68809,San Pedro,ORANGE,DIAMOND,CA,3/3/2013 20:00
68810,Zion,,FORMATION,IL,3/3/2013 20:00
68811,Whately,ORANGE,LIGHT,MA,3/3/2013 20:40
68812,Cranston,,FIREBALL,RI,3/3/2013 21:00
68813,Fairfield,RED YELLOW BLUE,OTHER,CA,3/3/2013 21:00
68814,San Leandro,ORANGE,SPHERE,CA,3/3/2013 21:30
68815,Bullhead City,,FIREBALL,AZ,3/3/2013 21:57
68816,Sunset,BLUE,TRIANGLE,UT,3/3/2013 22:30
68817,Cincinnati,RED YELLOW,LIGHT,OH,3/3/2013 23:00
68818,Indiana,,EGG,IN,3/4/2013 0:00
68819,Harrison,,,MT,3/4/2013 4:06
68820,Auburn,BLUE,CIRCLE,MA,3/4/2013 4:39
68821,Houston,,SPHERE,TX,3/4/2013 18:00
68822,Kenner,,LIGHT,LA,3/4/2013 19:30
68823,Westfield,ORANGE,CIRCLE,MA,3/4/2013 20:30
68824,Las Vegas,,CONE,NV,3/5/2013 1:00
68825,Bakersfield,,LIGHT,CA,3/5/2013 18:15
68826,Berkley,,CIRCLE,NJ,3/5/2013 18:30
68827,Normal,RED,TRIANGLE,IL,3/5/2013 20:00
68828,Normal,RED,TRIANGLE,IL,3/5/2013 20:00
68829,Walworth,,OTHER,NY,3/5/2013 20:55
68830,Mesquite,,LIGHT,NV,3/5/2013 21:33
68831,Duluth,,,GA,3/6/2013 1:00
68832,Katy,ORANGE,DIAMOND,TX,3/6/2013 19:15
68833,Pueblo,,FIREBALL,CO,3/6/2013 19:20
68834,St. Petersburg,ORANGE,LIGHT,FL,3/6/2013 19:50
68835,Eugene,RED YELLOW BLUE,OTHER,OR,3/6/2013 19:55
68836,Henrietta,,RECTANGLE,NY,3/6/2013 23:00
68837,Mineral City,,LIGHT,OH,3/7/2013 7:50
68838,Wenatchee,,FLASH,WA,3/7/2013 11:11
68839,Limon,BLUE,CIRCLE,CO,3/7/2013 11:20
68840,Rockmart,RED,SPHERE,GA,3/7/2013 19:00
68841,Brookside,,CIGAR,AL,3/7/2013 19:30
68842,Donalds,,TRIANGLE,SC,3/7/2013 19:45
68843,Alamosa,ORANGE,LIGHT,CO,3/7/2013 20:15
68844,Port Huron,RED,,MI,3/7/2013 20:20
68845,Citrus Heights,RED,OVAL,CA,3/7/2013 20:45
68846,Bellingham,ORANGE,CIRCLE,WA,3/7/2013 21:00
68847,Pittsburg,,FIREBALL,KS,3/7/2013 23:09
68848,Independence,,LIGHT,KY,3/8/2013 2:20
68849,Caniste,ORANGE,LIGHT,NY,3/8/2013 7:56
68850,Snoqualmie,RED,LIGHT,WA,3/8/2013 18:40
68851,Albuquerque,GREEN,,NM,3/8/2013 19:45
68852,Aurora,ORANGE,FIREBALL,IL,3/8/2013 20:15
68853,Spokane,,FORMATION,WA,3/8/2013 21:00
68854,Alliance,,FORMATION,OH,3/8/2013 21:02
68855,Akron,,FIREBALL,OH,3/8/2013 21:15
68856,Boca Raton,,FIREBALL,FL,3/8/2013 21:30
68857,Fairview,ORANGE,VARIOUS,OR,3/8/2013 22:20
68858,Eagle,RED GREEN BLUE,,ID,3/8/2013 22:32
68859,Ventura,,FIREBALL,CA,3/8/2013 23:00
68860,Columbus,ORANGE,SPHERE,OH,3/9/2013 0:00
68861,Thibodaux,,FIREBALL,LA,3/9/2013 0:00
68862,Mansfield,,TRIANGLE,OH,3/9/2013 0:20
68863,Seattle,,FIREBALL,WA,3/9/2013 1:08
68864,Coeur d'Alene,,LIGHT,ID,3/9/2013 1:15
68865,Coeur d'Alene,,LIGHT,ID,3/9/2013 1:15
68866,Hartford,GREEN,LIGHT,CT,3/9/2013 2:30
68867,Fairfax,,TRIANGLE,VA,3/9/2013 8:00
68868,Lancaster,ORANGE,RECTANGLE,OH,3/9/2013 11:00
68869,Lancaster,ORANGE,RECTANGLE,OH,3/9/2013 11:00
68870,Dumfries,,FORMATION,VA,3/9/2013 18:00
68871,Syracuse,,LIGHT,NY,3/9/2013 19:00
68872,Providence,,OTHER,RI,3/9/2013 19:30
68873,Fayetteville,,CHEVRON,WV,3/9/2013 20:30
68874,Gilbert,RED YELLOW,TRIANGLE,AZ,3/9/2013 20:30
68875,Redondo Beach,,DISK,CA,3/9/2013 20:40
68876,Bowling Green,,FORMATION,OH,3/9/2013 21:00
68877,Cullman,,DIAMOND,AL,3/9/2013 21:00
68878,Portland,,FIREBALL,OR,3/9/2013 21:12
68879,Greensburg,GREEN BLUE,RECTANGLE,PA,3/9/2013 21:15
68880,Boise,,CROSS,ID,3/9/2013 21:22
68881,Benicia,RED,CYLINDER,CA,3/9/2013 22:00
68882,Long Beach,,FIREBALL,CA,3/9/2013 22:00
68883,Portland,ORANGE,TRIANGLE,OR,3/9/2013 22:05
68884,Riverside,GREEN,OVAL,CA,3/9/2013 22:10
68885,Charlotte,,OTHER,NC,3/9/2013 22:15
68886,Yucaipa,RED,CIRCLE,CA,3/9/2013 22:20
68887,Merced,,FIREBALL,CA,3/9/2013 23:05
68888,Lebanon,,FORMATION,PA,3/9/2013 23:40
68889,Lebanon,,FORMATION,PA,3/9/2013 23:40
68890,Tacoma,,FIREBALL,WA,3/10/2013 3:00
68891,West Springfield,RED,CIGAR,MA,3/10/2013 12:00
68892,Fairport,,TRIANGLE,NY,3/10/2013 12:50
68893,Glendale,,FIREBALL,CA,3/10/2013 15:45
68894,Pacific Ocean,,FORMATION,CA,3/10/2013 20:00
68895,Redondo Beach,,DISK,CA,3/10/2013 20:40
68896,Lakeside,,TRIANGLE,OR,3/10/2013 21:30
68897,New Washington,,LIGHT,OH,3/10/2013 21:30
68898,Winters,YELLOW BLUE,EGG,TX,3/10/2013 21:31
68899,Leesburg,,CIRCLE,GA,3/10/2013 22:35
68900,Honolulu,,FIREBALL,HI,3/11/2013 6:15
68901,Maricopa,ORANGE,SPHERE,AZ,3/11/2013 18:00
68902,Tuscaloosa,ORANGE,FIREBALL,AL,3/11/2013 18:00
68903,Maricopa,,LIGHT,AZ,3/11/2013 19:00
68904,Corona,,LIGHT,CA,3/11/2013 20:18
68905,Ormond Beach,RED ORANGE,,FL,3/11/2013 22:45
68906,Yelm,,LIGHT,WA,3/12/2013 0:00
68907,Natchez,,OVAL,MS,3/12/2013 2:00
68908,Bethlem,,TRIANGLE,PA,3/12/2013 8:45
68909,Pensacola,,VARIOUS,FL,3/12/2013 22:00
68910,Port Orange,,,FL,3/12/2013 22:00
68911,Huffman,,FIREBALL,TX,3/12/2013 22:50
68912,Greer,,LIGHT,SC,3/12/2013 23:05
68913,Florien,,TRIANGLE,LA,3/13/2013 1:00
68914,Tucson,BLUE,CIRCLE,AZ,3/13/2013 1:30
68915,Kentfield,,SPHERE,CA,3/13/2013 5:00
68916,San Francisco,,TEARDROP,CA,3/13/2013 13:00
68917,Ellington,,,CT,3/13/2013 13:30
68918,Etiwanda,ORANGE,OVAL,CA,3/13/2013 19:00
68919,Gurnee,,CIRCLE,IL,3/13/2013 19:00
68920,Merced,ORANGE,CIRCLE,CA,3/13/2013 20:48
68921,Albuquerque,,FORMATION,NM,3/13/2013 22:15
68922,Pottstown,,,PA,3/13/2013 22:15
68923,Santa Fe,,,NM,3/14/2013 2:00
68924,Louisville,,TRIANGLE,KY,3/14/2013 2:13
68925,Mt. Pleasant,BLUE,LIGHT,SC,3/14/2013 3:00
68926,Branford,,CYLINDER,CT,3/14/2013 17:40
68927,Dallas,,OVAL,TX,3/14/2013 18:45
68928,Midvale,RED ORANGE YELLOW,OVAL,UT,3/14/2013 20:25
68929,Tucson,,SPHERE,AZ,3/14/2013 20:30
68930,Garden Grove,ORANGE,VARIOUS,CA,3/14/2013 20:40
68931,Garden Grove,,LIGHT,CA,3/14/2013 20:50
68932,Arcadia,ORANGE,FIREBALL,IA,3/14/2013 21:00
68933,Fond du Lac,,SPHERE,WI,3/14/2013 21:00
68934,Grand Terrace,,FIREBALL,CA,3/15/2013 2:00
68935,Maui,,FLASH,HI,3/15/2013 3:45
68936,Huntsville,RED YELLOW,TRIANGLE,AL,3/15/2013 4:00
68937,Clinton,,SPHERE,TN,3/15/2013 9:00
68938,Eureka,,CIGAR,CA,3/15/2013 11:45
68939,Panther,,LIGHT,WV,3/15/2013 19:45
68940,Montoursville,RED GREEN BLUE,CIRCLE,PA,3/15/2013 20:00
68941,Woodstock,,EGG,GA,3/15/2013 20:00
68942,Alabaster,,FIREBALL,AL,3/15/2013 20:19
68943,Cape Coral,,SPHERE,FL,3/15/2013 20:34
68944,Dyersburg,ORANGE,SPHERE,TN,3/15/2013 20:45
68945,Cedar City,ORANGE,OVAL,UT,3/15/2013 22:00
68946,Eugene,RED,SPHERE,OR,3/15/2013 22:00
68947,Avondale,RED,LIGHT,AZ,3/15/2013 23:00
68948,Old Orchard Beach,ORANGE,CYLINDER,ME,3/15/2013 23:00
68949,Gloucester,,CIRCLE,MA,3/15/2013 23:30
68950,Baltimore City,,DISK,MD,3/16/2013 0:00
68951,North Pole,,LIGHT,AK,3/16/2013 5:10
68952,Knoxville,,TRIANGLE,TN,3/16/2013 8:35
68953,Pembine,,LIGHT,WI,3/16/2013 10:47
68954,Lone Grove,BLUE,FIREBALL,TX,3/16/2013 18:45
68955,Oswego,ORANGE,TRIANGLE,NY,3/16/2013 20:15
68956,Bradenton,,CIRCLE,FL,3/16/2013 20:35
68957,Cumming,GREEN,CIGAR,GA,3/16/2013 20:50
68958,Belmont,BLUE,OTHER,NC,3/16/2013 21:00
68959,Gilbert,,LIGHT,AR,3/16/2013 21:30
68960,Lehigh Acres,RED ORANGE,DIAMOND,FL,3/16/2013 23:00
68961,Wasilla,,TRIANGLE,AK,3/16/2013 23:20
68962,Wasilla,RED,CIRCLE,AK,3/16/2013 23:30
68963,St. Louis Park,GREEN,OVAL,MN,3/16/2013 23:48
68964,Marysville,RED YELLOW,OVAL,WA,3/17/2013 0:00
68965,Escondido,RED ORANGE,SPHERE,CA,3/17/2013 0:16
68966,Cranston,BLUE,,RI,3/17/2013 0:50
68967,Gulf Shores,,TRIANGLE,AL,3/17/2013 11:44
68968,Indiahoma,,,OK,3/17/2013 15:00
68969,Austin,,VARIOUS,TX,3/17/2013 17:00
68970,Henderson,,LIGHT,CO,3/17/2013 18:54
68971,Portland,ORANGE,FORMATION,OR,3/17/2013 21:30
68972,Tampa,,LIGHT,FL,3/17/2013 21:30
68973,Wanamie,,LIGHT,PA,3/18/2013 0:00
68974,Colorado Springs,,LIGHT,CO,3/18/2013 23:35
68975,Inola,,TRIANGLE,OK,3/19/2013 3:06
68976,Cedar Hill,,FORMATION,TX,3/19/2013 8:00
68977,New Paltz,ORANGE,FIREBALL,NY,3/19/2013 21:00
68978,North Olmsted,,DIAMOND,OH,3/19/2013 23:00
68979,Petaluma,,OTHER,CA,3/20/2013 0:00
68980,Orland Park,,OVAL,IL,3/20/2013 1:00
68981,Bridgewater,,TRIANGLE,MA,3/20/2013 1:53
68982,Shelby,,,IA,3/20/2013 4:00
68983,Park City,,SPHERE,UT,3/20/2013 15:00
68984,Round Mountain,,SPHERE,TX,3/20/2013 15:00
68985,Borrego,,DISK,CA,3/20/2013 18:00
68986,New Orleans,,FIREBALL,LA,3/20/2013 19:00
68987,Durham,ORANGE,SPHERE,CA,3/20/2013 20:05
68988,Bellingham,,FIREBALL,WA,3/20/2013 20:45
68989,Bremerton,,LIGHT,WA,3/20/2013 21:10
68990,Naples,ORANGE,CIRCLE,FL,3/20/2013 21:30
68991,Albany,,CYLINDER,OR,3/20/2013 23:12
68992,Fort Meyers,,,FL,3/21/2013 18:00
68993,Carlsbad,,OTHER,CA,3/21/2013 20:45
68994,Cotulla,,,TX,3/21/2013 21:00
68995,Mooresville,RED,LIGHT,NC,3/21/2013 22:01
68996,Orlando,,CIRCLE,FL,3/21/2013 22:10
68997,Englewood,GREEN,LIGHT,FL,3/21/2013 22:15
68998,Mt. Pleasant,,LIGHT,SC,3/21/2013 23:00
68999,no data,,TRIANGLE,ME,3/22/2013 0:00
69000,Alhambra,,LIGHT,CA,3/22/2013 3:00
69001,Madison,,DISK,WI,3/22/2013 5:35
69002,Watervliet,,SPHERE,MI,3/22/2013 9:00
69003,Xenia,,,OH,3/22/2013 13:35
69004,Solon,,FIREBALL,ME,3/22/2013 19:30
69005,Meriden,YELLOW,OTHER,CT,3/22/2013 19:47
69006,Alexandria,YELLOW,,VA,3/22/2013 19:53
69007,Staten Island,BLUE,FIREBALL,NY,3/22/2013 19:56
69008,Millsboro,,FIREBALL,DE,3/22/2013 19:58
69009,Nashua,GREEN,LIGHT,NH,3/22/2013 20:00
69010,Groton,,FIREBALL,MA,3/22/2013 20:02
69011,Toms River,,LIGHT,NJ,3/22/2013 21:35
69012,Belair,GREEN BLUE,CIRCLE,MD,3/22/2013 22:00
69013,Dayton,,FIREBALL,NJ,3/22/2013 22:00
69014,Duxbury,,CIRCLE,MA,3/22/2013 23:40
69015,Shelbyville,,LIGHT,IN,3/23/2013 0:00
69016,Citrus Heights,BLUE,LIGHT,CA,3/23/2013 9:00
69017,Richmond,,CIRCLE,VA,3/23/2013 9:10
69018,Mason,RED,FIREBALL,OH,3/23/2013 9:11
69019,Akron,,TRIANGLE,OH,3/23/2013 10:58
69020,Yakima,,VARIOUS,WA,3/23/2013 18:18
69021,Ithaca,,FIREBALL,NY,3/23/2013 19:59
69022,Ridge Mountain Elkins,,FIREBALL,WV,3/23/2013 20:00
69023,San Jose,RED ORANGE,LIGHT,CA,3/23/2013 20:06
69024,Longwood,ORANGE,SPHERE,FL,3/23/2013 20:15
69025,Manassas,,OVAL,VA,3/23/2013 20:30
69026,Anthony,,FLASH,KS,3/23/2013 21:45
69027,Brandon,YELLOW,DISK,FL,3/23/2013 22:00
69028,Spring,,TRIANGLE,TX,3/23/2013 22:30
69029,Seattle,ORANGE,CIRCLE,WA,3/23/2013 22:34
69030,Westminster,RED,FIREBALL,CA,3/23/2013 22:57
69031,Lafayette,ORANGE,FIREBALL,IN,3/23/2013 23:30
69032,Trumbull,,FORMATION,CT,3/24/2013 0:00
69033,Pittsburgh,,DIAMOND,PA,3/24/2013 0:05
69034,Plant City,,OVAL,FL,3/24/2013 0:22
69035,Springdale,,TRIANGLE,AR,3/24/2013 1:00
69036,Williamsburg,RED,SPHERE,VA,3/24/2013 23:00
69037,Tavares,ORANGE,OVAL,FL,3/25/2013 1:00
69038,Peoria,,,AZ,3/25/2013 1:45
69039,Tempe,GREEN,FLASH,AZ,3/25/2013 20:00
69040,Waldorf,,TRIANGLE,MD,3/25/2013 20:30
69041,Cape Coral,,LIGHT,FL,3/25/2013 22:00
69042,Camden,ORANGE,LIGHT,ME,3/26/2013 5:00
69043,Bangor,,LIGHT,ME,3/26/2013 5:15
69044,North Port,,LIGHT,FL,3/26/2013 6:15
69045,Santa Fe,,LIGHT,NM,3/26/2013 20:00
69046,Lake Oswego,,TRIANGLE,OR,3/26/2013 20:10
69047,Cocoa,,FIREBALL,FL,3/26/2013 21:00
69048,El Centro,ORANGE,TRIANGLE,CA,3/26/2013 21:05
69049,Southington,YELLOW,TRIANGLE,CT,3/27/2013 2:30
69050,Essex,,FIREBALL,MA,3/27/2013 18:00
69051,Canton,,OVAL,OH,3/27/2013 19:15
69052,Buhl,ORANGE,RECTANGLE,ID,3/27/2013 21:00
69053,Gulf Shores,,SPHERE,AL,3/27/2013 21:00
69054,Columbia,ORANGE,FORMATION,TN,3/27/2013 23:27
69055,Chicago,,TRIANGLE,IL,3/27/2013 23:41
69056,Kelso,RED,,WA,3/28/2013 8:30
69057,Lehigh Acres,,DISK,FL,3/28/2013 11:25
69058,Lincolnton,,FIREBALL,NC,3/28/2013 15:33
69059,Lincoln City,,FIREBALL,OR,3/28/2013 19:00
69060,Ambler,,FORMATION,PA,3/28/2013 20:00
69061,Thornton,,,CO,3/28/2013 20:15
69062,Dayton,,CIRCLE,OH,3/28/2013 21:00
69063,Studio City,BLUE,CYLINDER,CA,3/28/2013 21:00
69064,Blaine,ORANGE,FIREBALL,MN,3/28/2013 23:00
69065,Woodland Park,,CIRCLE,NJ,3/28/2013 23:00
69066,Monroe,RED,OTHER,MI,3/28/2013 23:12
69067,Antioch,RED YELLOW,FIREBALL,CA,3/28/2013 23:30
69068,Marion,RED BLUE,VARIOUS,IA,3/29/2013 0:00
69069,Marion,BLUE,VARIOUS,IA,3/29/2013 3:00
69070,Kellyton,,CYLINDER,AL,3/29/2013 10:35
69071,Gainsvile,,FIREBALL,FL,3/29/2013 20:00
69072,Maricopa,,CIRCLE,AZ,3/29/2013 20:00
69073,York,ORANGE,,PA,3/29/2013 20:30
69074,Greenbrier,ORANGE,CIRCLE,AR,3/29/2013 20:42
69075,Avon,,DIAMOND,NY,3/29/2013 21:00
69076,Gainesville,ORANGE,EGG,FL,3/29/2013 21:00
69077,Jacksonville Beach,ORANGE,LIGHT,FL,3/29/2013 21:00
69078,Rochester,ORANGE,TRIANGLE,MN,3/29/2013 21:00
69079,Chesapeake,,CIRCLE,VA,3/29/2013 21:20
69080,Chesapeake,ORANGE,TRIANGLE,VA,3/29/2013 21:30
69081,Phoenix,,OTHER,AZ,3/29/2013 21:30
69082,Lexington,RED,CIRCLE,KY,3/29/2013 23:30
69083,Yonkers,,LIGHT,NY,3/29/2013 23:30
69084,Yonkers,,LIGHT,NY,3/29/2013 23:30
69085,San Mateo,,LIGHT,CA,3/30/2013 0:13
69086,Worcester,ORANGE,CIRCLE,MA,3/30/2013 0:55
69087,San Jose,RED,DIAMOND,CA,3/30/2013 1:45
69088,Porter Ranch,,RECTANGLE,CA,3/30/2013 6:35
69089,Phoenix,BLUE,CIGAR,AZ,3/30/2013 9:00
69090,Dorchester,,VARIOUS,MA,3/30/2013 10:00
69091,Los angeles,,VARIOUS,CA,3/30/2013 15:00
69092,San Diego,,TRIANGLE,CA,3/30/2013 16:05
69093,Everett,,VARIOUS,WA,3/30/2013 18:45
69094,Miami,,LIGHT,FL,3/30/2013 20:00
69095,Charlottesville,ORANGE,LIGHT,VA,3/30/2013 20:20
69096,North Kingstown,YELLOW,,RI,3/30/2013 20:20
69097,Azusa,ORANGE,,CA,3/30/2013 20:40
69098,Lakewood,ORANGE,FIREBALL,WA,3/30/2013 20:57
69099,Melborune,ORANGE,CIRCLE,FL,3/30/2013 21:00
69100,Tyler,ORANGE,FIREBALL,TX,3/30/2013 21:00
69101,Phoenix,ORANGE,FIREBALL,AZ,3/30/2013 21:18
69102,Canajoharie,,TRIANGLE,NY,3/30/2013 21:23
69103,Elgin,RED ORANGE,SPHERE,IL,3/30/2013 21:30
69104,Elgin,RED ORANGE,SPHERE,IL,3/30/2013 21:30
69105,Aurora,RED,LIGHT,CO,3/30/2013 22:00
69106,Bay City,,TRIANGLE,MI,3/30/2013 22:00
69107,Navarre,,FIREBALL,FL,3/30/2013 22:00
69108,Pickerington,,TRIANGLE,OH,3/30/2013 22:00
69109,Dorchester,,LIGHT,MA,3/30/2013 22:30
69110,Ionia,,,MI,3/30/2013 22:39
69111,Palmyra,,OTHER,PA,3/30/2013 22:42
69112,Clearfield,ORANGE,SPHERE,UT,3/31/2013 0:00
69113,Mesa,BLUE,LIGHT,AZ,3/31/2013 0:00
69114,Corona,,LIGHT,CA,3/31/2013 1:00
69115,Muncie,YELLOW,TRIANGLE,IN,3/31/2013 3:00
69116,Irvine,,VARIOUS,CA,3/31/2013 13:10
69117,Jackson,,FIREBALL,MI,3/31/2013 20:30
69118,Fair Oaks,ORANGE,CIRCLE,CA,3/31/2013 20:45
69119,Fort Bragg,ORANGE,SPHERE,CA,3/31/2013 21:00
69120,Sahuarita,,LIGHT,AZ,3/31/2013 21:00
69121,Kankakee,BLUE,CONE,IL,3/31/2013 21:42
69122,Springfield,YELLOW,LIGHT,MO,3/31/2013 21:45
69123,Seattle,YELLOW GREEN,,WA,3/31/2013 22:00
69124,Orange,,FORMATION,TX,3/31/2013 22:15
69125,Fair Oaks,,CIRCLE,CA,3/31/2013 22:45
69126,Watauga,,SPHERE,TX,4/1/2013 3:00
69127,Plymouth,ORANGE,FIREBALL,MA,4/1/2013 6:30
69128,Colorado Springs,,CIRCLE,CO,4/1/2013 17:00
69129,Wilmington,,CHEVRON,NC,4/1/2013 20:00
69130,Lakeside,,FORMATION,CA,4/1/2013 20:13
69131,Santee,,LIGHT,CA,4/1/2013 20:13
69132,San Diego,GREEN,VARIOUS,CA,4/1/2013 20:15
69133,San Jose,,FORMATION,CA,4/1/2013 20:30
69134,San Jose,,LIGHT,CA,4/1/2013 20:31
69135,Eugene,,LIGHT,OR,4/1/2013 20:40
69136,Clermont,,FIREBALL,FL,4/1/2013 21:00
69137,Brookston,,TRIANGLE,IN,4/1/2013 21:25
69138,Fife,,LIGHT,WA,4/1/2013 21:57
69139,Elizabethtown,,LIGHT,KY,4/1/2013 22:00
69140,Forest Hills,,LIGHT,NY,4/1/2013 22:00
69141,Moncks Corner,,TRIANGLE,SC,4/1/2013 22:02
69142,Reading,,LIGHT,PA,4/1/2013 22:05
69143,Copperas Cove,,CIRCLE,TX,4/1/2013 22:30
69144,Chapel Hill,RED,TRIANGLE,NC,4/2/2013 3:00
69145,Pacific Grove,ORANGE,OTHER,CA,4/2/2013 20:30
69146,Saint Petersburg,,OVAL,FL,4/2/2013 21:05
69147,Fort Defiance,,OVAL,AZ,4/2/2013 21:15
69148,Eagle River,,LIGHT,WI,4/2/2013 22:20
69149,Conway,,,SC,4/2/2013 22:35
69150,Fresno,RED ORANGE,LIGHT,CA,4/2/2013 23:28
69151,New Baltimore,,TRIANGLE,MI,4/3/2013 5:30
69152,Northampton,,TRIANGLE,MA,4/3/2013 12:30
69153,Medford,,DISK,MA,4/3/2013 16:10
69154,Hillsboro,,,OR,4/3/2013 19:30
69155,Ridgecrest,ORANGE,SPHERE,CA,4/3/2013 21:35
69156,Centerville,,CIRCLE,OH,4/3/2013 23:00
69157,Lancaster,,SPHERE,NY,4/3/2013 23:15
69158,Seattle,,SPHERE,WA,4/4/2013 0:30
69159,Cherryvale,GREEN BLUE,FORMATION,KS,4/4/2013 13:00
69160,Red Wing,ORANGE,TRIANGLE,MN,4/4/2013 21:04
69161,Indianapolis,RED,DISK,IN,4/4/2013 21:12
